ISOAlpha3,Country,Sex,Year,Prevalence BMI ≥25 kg/m² (overweight and obesity),Prevalence of BMI >=40 kg/m²(morbid obesity),Prevalence of BMI>=30 kg/m² (obesity),Prevalence of BMI>=35 kg/m² (severe obesity)
DOM,Dominican Republic,Women,2009,0.620439214,0.039513716,0.300107027,0.119450198
DOM,Dominican Republic,Women,2010,0.628536419,0.041777138,0.308180832,0.124776831
DOM,Dominican Republic,Women,2011,0.636378503,0.044085623,0.316164452,0.130137244
DOM,Dominican Republic,Women,2012,0.643967512,0.046427255,0.324020500,0.135516935
DOM,Dominican Republic,Women,2013,0.651310641,0.048791312,0.331755932,0.140905344
DOM,Dominican Republic,Women,2014,0.658411932,0.051193307,0.339379049,0.146302915
DOM,Dominican Republic,Women,2015,0.665264921,0.053634968,0.346888304,0.151728619
DOM,Dominican Republic,Women,2016,0.671777917,0.056084479,0.354157781,0.157084890
HTI,Haiti,Women,2000,0.440810119,0.009790139,0.152635187,0.043063848
HTI,Haiti,Women,2001,0.450258547,0.010694569,0.158965126,0.046024067
HTI,Haiti,Women,2002,0.460160462,0.011700582,0.165750977,0.049257016
HTI,Haiti,Women,2003,0.470441184,0.012808785,0.172941781,0.052763215
HTI,Haiti,Women,2004,0.481026999,0.014019043,0.180507119,0.056533443
HTI,Haiti,Women,2005,0.491831965,0.015335000,0.188408584,0.060566080
HTI,Haiti,Women,2006,0.502724469,0.016752368,0.196567784,0.064825082
HTI,Haiti,Women,2007,0.513620107,0.018266046,0.204918723,0.069291596
HTI,Haiti,Women,2008,0.524418148,0.019866836,0.213411098,0.073940567
HTI,Haiti,Women,2009,0.535076807,0.021555507,0.222011613,0.078762047
HTI,Haiti,Women,2010,0.545541215,0.023327742,0.230669420,0.083728322
HTI,Haiti,Women,2011,0.555648142,0.025161417,0.239233663,0.088766295
HTI,Haiti,Women,2012,0.565401659,0.027053492,0.247696690,0.093872958
HTI,Haiti,Women,2013,0.574825595,0.029002823,0.256068955,0.099042826
HTI,Haiti,Women,2014,0.583955560,0.031011018,0.264366382,0.104271780
HTI,Haiti,Women,2015,0.592796947,0.033082955,0.272595386,0.109570895
HTI,Haiti,Women,2016,0.601266435,0.035198682,0.280652252,0.114877108
PRI,Puerto Rico,Women,2000,0.666746402,0.053015289,0.353085390,0.153708634
PRI,Puerto Rico,Women,2001,0.670359427,0.054459476,0.357179019,0.156896499
PRI,Puerto Rico,Women,2002,0.673868797,0.055902322,0.361222571,0.160074362
PRI,Puerto Rico,Women,2003,0.677282610,0.057351526,0.365192622,0.163247049
PRI,Puerto Rico,Women,2004,0.680616627,0.058804070,0.369103034,0.166411793
PRI,Puerto Rico,Women,2005,0.683891858,0.060269617,0.372965665,0.169596337
PRI,Puerto Rico,Women,2006,0.687100104,0.061755908,0.376792074,0.172788289
PRI,Puerto Rico,Women,2007,0.690259125,0.063253543,0.380587488,0.175993206
PRI,Puerto Rico,Women,2008,0.693365226,0.064752527,0.384358313,0.179207264
PRI,Puerto Rico,Women,2009,0.696455799,0.066278131,0.388151043,0.182462723
PRI,Puerto Rico,Women,2010,0.699524816,0.067832009,0.391960338,0.185756687
PRI,Puerto Rico,Women,2011,0.702600035,0.069425959,0.395819695,0.189120250
PRI,Puerto Rico,Women,2012,0.705664163,0.071058379,0.399696907,0.192541022
PRI,Puerto Rico,Women,2013,0.708709102,0.072719302,0.403597202,0.196007793
PRI,Puerto Rico,Women,2014,0.711745004,0.074418923,0.407537789,0.199531847
PRI,Puerto Rico,Women,2015,0.714774631,0.076169772,0.411513346,0.203123386
PRI,Puerto Rico,Women,2016,0.717782314,0.077962342,0.415524547,0.206767398
ATG,Antigua and Barbuda,Women,2000,0.480063457,0.020525229,0.189998343,0.063608861
ATG,Antigua and Barbuda,Women,2001,0.485836376,0.021643969,0.194449937,0.066256430
ATG,Antigua and Barbuda,Women,2002,0.491543478,0.022801534,0.198923063,0.068962478
ATG,Antigua and Barbuda,Women,2003,0.497199091,0.023997961,0.203412232,0.071734746
ATG,Antigua and Barbuda,Women,2004,0.502824514,0.025238211,0.207923294,0.074573061
ATG,Antigua and Barbuda,Women,2005,0.508440726,0.026524838,0.212475073,0.077489431
ATG,Antigua and Barbuda,Women,2006,0.514062318,0.027863616,0.217090698,0.080498862
ATG,Antigua and Barbuda,Women,2007,0.519694084,0.029257263,0.221770184,0.083598396
ATG,Antigua and Barbuda,Women,2008,0.525340249,0.030701861,0.226519555,0.086786501
ATG,Antigua and Barbuda,Women,2009,0.531038941,0.032209705,0.231376864,0.090091606
ATG,Antigua and Barbuda,Women,2010,0.536787109,0.033783363,0.236349258,0.093511475
ATG,Antigua and Barbuda,Women,2011,0.542646177,0.035439594,0.241494739,0.097085083
ATG,Antigua and Barbuda,Women,2012,0.548600189,0.037182505,0.246794234,0.100812691
ATG,Antigua and Barbuda,Women,2013,0.554643089,0.039009456,0.252262700,0.104690208
ATG,Antigua and Barbuda,Women,2014,0.560767217,0.040927546,0.257894364,0.108719620
ATG,Antigua and Barbuda,Women,2015,0.566959287,0.042944937,0.263689351,0.112918315
ATG,Antigua and Barbuda,Women,2016,0.573269176,0.045072942,0.269691188,0.117308208
BHS,Bahamas,Women,2000,0.634263805,0.047743269,0.321283142,0.132651687
BHS,Bahamas,Women,2001,0.638829517,0.049358914,0.326054251,0.136124244
BHS,Bahamas,Women,2002,0.643278180,0.050989025,0.330771351,0.139602833
BHS,Bahamas,Women,2003,0.647630219,0.052630912,0.335421550,0.143094632
BHS,Bahamas,Women,2004,0.651911565,0.054288960,0.340025096,0.146599379
BHS,Bahamas,Women,2005,0.656128477,0.055973539,0.344596088,0.150134350
BHS,Bahamas,Women,2006,0.660272384,0.057679770,0.349141748,0.153686832
BHS,Bahamas,Women,2007,0.664372664,0.059406219,0.353668673,0.157262612
BHS,Bahamas,Women,2008,0.668390818,0.061141418,0.358163592,0.160845887
BHS,Bahamas,Women,2009,0.672360356,0.062913260,0.362657611,0.164463264
BHS,Bahamas,Women,2010,0.676291393,0.064710871,0.367149545,0.168115892
BHS,Bahamas,Women,2011,0.680206282,0.066551001,0.371688365,0.171826286
BHS,Bahamas,Women,2012,0.684107983,0.068432594,0.376257289,0.175594902
BHS,Bahamas,Women,2013,0.687980312,0.070342801,0.380858669,0.179411918
BHS,Bahamas,Women,2014,0.691825874,0.072293846,0.385492522,0.183278858
BHS,Bahamas,Women,2015,0.695636952,0.074288578,0.390153824,0.187207417
BHS,Bahamas,Women,2016,0.699418563,0.076333941,0.394838386,0.191185237
BRB,Barbados,Women,2000,0.510047193,0.031064256,0.226506318,0.084323132
BRB,Barbados,Women,2001,0.517325658,0.032831172,0.232602638,0.088152371
BRB,Barbados,Women,2002,0.524433429,0.034637507,0.238656573,0.092026857
BRB,Barbados,Women,2003,0.531406520,0.036480331,0.244664430,0.095954398
BRB,Barbados,Women,2004,0.538249632,0.038360174,0.250637225,0.099929282
BRB,Barbados,Women,2005,0.544981370,0.040283692,0.256597041,0.103965593
BRB,Barbados,Women,2006,0.551642176,0.042256141,0.262575607,0.108080264
BRB,Barbados,Women,2007,0.558250796,0.044288563,0.268587647,0.112282411
BRB,Barbados,Women,2008,0.564801050,0.046376394,0.274627890,0.116562152
BRB,Barbados,Women,2009,0.571325167,0.048521647,0.280722188,0.120933197
BRB,Barbados,Women,2010,0.577836733,0.050733268,0.286874914,0.125400451
BRB,Barbados,Women,2011,0.584364982,0.053024319,0.293133974,0.129994837
BRB,Barbados,Women,2012,0.590893337,0.055396260,0.299477664,0.134719100
BRB,Barbados,Women,2013,0.597414715,0.057844519,0.305913116,0.139565185
BRB,Barbados,Women,2014,0.603939160,0.060371141,0.312428033,0.144526184
BRB,Barbados,Women,2015,0.610448213,0.062982678,0.319037062,0.149622963
BRB,Barbados,Women,2016,0.616964978,0.065681475,0.325754624,0.154846242
DMA,Dominica,Women,2000,0.587491036,0.036066406,0.278263408,0.108008506
DMA,Dominica,Women,2001,0.593137273,0.037635339,0.283621880,0.111596471
DMA,Dominica,Women,2002,0.598769899,0.039249600,0.289035031,0.115259913
DMA,Dominica,Women,2003,0.604396906,0.040911735,0.294488627,0.119010665
DMA,Dominica,Women,2004,0.610020380,0.042626268,0.299983600,0.122836585
DMA,Dominica,Women,2005,0.615644733,0.044391649,0.305530475,0.126750369
DMA,Dominica,Women,2006,0.621285557,0.046220558,0.311157108,0.130764483
DMA,Dominica,Women,2007,0.626929063,0.048103133,0.316846706,0.134871102
DMA,Dominica,Women,2008,0.632528159,0.050032237,0.322569443,0.139056413
DMA,Dominica,Women,2009,0.638102796,0.052011349,0.328339660,0.143325192
DMA,Dominica,Women,2010,0.643637247,0.054038278,0.334136564,0.147661299
DMA,Dominica,Women,2011,0.649111261,0.056122234,0.339952081,0.152061268
DMA,Dominica,Women,2012,0.654518136,0.058251806,0.345778995,0.156528280
DMA,Dominica,Women,2013,0.659844193,0.060419038,0.351600440,0.161040458
DMA,Dominica,Women,2014,0.665100018,0.062633304,0.357425788,0.165600893
DMA,Dominica,Women,2015,0.670271040,0.064893441,0.363250073,0.170221606
DMA,Dominica,Women,2016,0.675359848,0.067205682,0.369066739,0.174900603
GRD,Grenada,Women,2000,0.493100142,0.022780814,0.201413812,0.070120684
GRD,Grenada,Women,2001,0.500857803,0.024253235,0.207529932,0.073668317
GRD,Grenada,Women,2002,0.508451749,0.025775224,0.213636212,0.077283597
GRD,Grenada,Women,2003,0.515914109,0.027350190,0.219727741,0.080972458
GRD,Grenada,Women,2004,0.523267960,0.028976179,0.225811009,0.084735295
GRD,Grenada,Women,2005,0.530517677,0.030659212,0.231911174,0.088587039
GRD,Grenada,Women,2006,0.537657462,0.032396899,0.238014973,0.092517501
GRD,Grenada,Women,2007,0.544703229,0.034190682,0.244141269,0.096529840
GRD,Grenada,Women,2008,0.551657683,0.036041528,0.250297763,0.100629894
GRD,Grenada,Women,2009,0.558567724,0.037963788,0.256521044,0.104839938
GRD,Grenada,Women,2010,0.565428372,0.039954140,0.262795825,0.109153339
GRD,Grenada,Women,2011,0.572272250,0.042026822,0.269163528,0.113588240
GRD,Grenada,Women,2012,0.579091384,0.044174504,0.275604619,0.118145178
GRD,Grenada,Women,2013,0.585887869,0.046394162,0.282121483,0.122819489
GRD,Grenada,Women,2014,0.592657317,0.048694222,0.288723233,0.127621759
GRD,Grenada,Women,2015,0.599385851,0.051074964,0.295404630,0.132555807
GRD,Grenada,Women,2016,0.606114093,0.053544113,0.302193771,0.137621741
GUY,Guyana,Women,2000,0.466989918,0.017134190,0.183134234,0.060447219
GUY,Guyana,Women,2001,0.474107216,0.018235403,0.188427726,0.063405161
GUY,Guyana,Women,2002,0.481240790,0.019392733,0.193836545,0.066479105
GUY,Guyana,Women,2003,0.488391730,0.020612882,0.199352074,0.069676154
GUY,Guyana,Women,2004,0.495584559,0.021892448,0.204977369,0.072991227
GUY,Guyana,Women,2005,0.502796646,0.023232502,0.210698170,0.076424077
GUY,Guyana,Women,2006,0.510047812,0.024640959,0.216551388,0.079991971
GUY,Guyana,Women,2007,0.517334957,0.026117206,0.222517689,0.083692335
GUY,Guyana,Women,2008,0.524621733,0.027665125,0.228589097,0.087525531
GUY,Guyana,Women,2009,0.531932817,0.029287882,0.234782929,0.091495622
GUY,Guyana,Women,2010,0.539256456,0.030986949,0.241085218,0.095603268
GUY,Guyana,Women,2011,0.546662847,0.032773491,0.247552280,0.099871489
GUY,Guyana,Women,2012,0.554110996,0.034652273,0.254168597,0.104302827
GUY,Guyana,Women,2013,0.561571996,0.036617159,0.260927260,0.108895982
GUY,Guyana,Women,2014,0.569044940,0.038676705,0.267809698,0.113644058
GUY,Guyana,Women,2015,0.576497242,0.040832220,0.274805021,0.118548811
GUY,Guyana,Women,2016,0.583943958,0.043077380,0.281906796,0.123586537
JAM,Jamaica,Women,2000,0.546339900,0.031495159,0.246835122,0.088991620
JAM,Jamaica,Women,2001,0.553281616,0.033226038,0.252914487,0.092809473
JAM,Jamaica,Women,2002,0.560160249,0.035014601,0.259030750,0.096710617
JAM,Jamaica,Women,2003,0.566966301,0.036863424,0.265173970,0.100701997
JAM,Jamaica,Women,2004,0.573717822,0.038769472,0.271333998,0.104775817
JAM,Jamaica,Women,2005,0.580417093,0.040738332,0.277525782,0.108947695
JAM,Jamaica,Women,2006,0.587038147,0.042760036,0.283722774,0.113188697
JAM,Jamaica,Women,2007,0.593582829,0.044835182,0.289934628,0.117505424
JAM,Jamaica,Women,2008,0.600049748,0.046955669,0.296148269,0.121893892
JAM,Jamaica,Women,2009,0.606457008,0.049136747,0.302392935,0.126372519
JAM,Jamaica,Women,2010,0.612790510,0.051374786,0.308655499,0.130924656
JAM,Jamaica,Women,2011,0.619073439,0.053682296,0.314981320,0.135575527
JAM,Jamaica,Women,2012,0.625305938,0.056053123,0.321346395,0.140325946
JAM,Jamaica,Women,2013,0.631477820,0.058481781,0.327752333,0.145160780
JAM,Jamaica,Women,2014,0.637600195,0.060965742,0.334202595,0.150075738
JAM,Jamaica,Women,2015,0.643668612,0.063514245,0.340688592,0.155083494
JAM,Jamaica,Women,2016,0.649686862,0.066126438,0.347202301,0.160171623
KNA,Saint Kitts and Nevis,Women,2000,0.501222118,0.028647015,0.212530489,0.078983589
KNA,Saint Kitts and Nevis,Women,2001,0.507890514,0.030222925,0.217997889,0.082403906
KNA,Saint Kitts and Nevis,Women,2002,0.514581373,0.031864875,0.223569623,0.085940243
KNA,Saint Kitts and Nevis,Women,2003,0.521290968,0.033572185,0.229230751,0.089600085
KNA,Saint Kitts and Nevis,Women,2004,0.528023481,0.035348985,0.234982908,0.093372092
KNA,Saint Kitts and Nevis,Women,2005,0.534770943,0.037199240,0.240825294,0.097265447
KNA,Saint Kitts and Nevis,Women,2006,0.541597488,0.039134846,0.246816634,0.101302001
KNA,Saint Kitts and Nevis,Women,2007,0.548477552,0.041150341,0.252941362,0.105483057
KNA,Saint Kitts and Nevis,Women,2008,0.555369055,0.043237074,0.259169391,0.109787239
KNA,Saint Kitts and Nevis,Women,2009,0.562282227,0.045396667,0.265510628,0.114221554
KNA,Saint Kitts and Nevis,Women,2010,0.569208674,0.047638818,0.271954088,0.118783281
KNA,Saint Kitts and Nevis,Women,2011,0.576191719,0.049975142,0.278558948,0.123503023
KNA,Saint Kitts and Nevis,Women,2012,0.583209463,0.052399956,0.285289192,0.128372807
KNA,Saint Kitts and Nevis,Women,2013,0.590234267,0.054905556,0.292136397,0.133377295
KNA,Saint Kitts and Nevis,Women,2014,0.597238939,0.057502481,0.299087700,0.138517794
KNA,Saint Kitts and Nevis,Women,2015,0.604229718,0.060190822,0.306139359,0.143801384
KNA,Saint Kitts and Nevis,Women,2016,0.611221110,0.062969999,0.313306549,0.149222175
LCA,Saint Lucia,Women,2000,0.480917207,0.022106450,0.194765134,0.064430246
LCA,Saint Lucia,Women,2001,0.487487923,0.023426266,0.199853406,0.067425949
LCA,Saint Lucia,Women,2002,0.493701692,0.024756131,0.204749321,0.070395003
LCA,Saint Lucia,Women,2003,0.499622624,0.026098458,0.209481080,0.073348855
LCA,Saint Lucia,Women,2004,0.505341146,0.027466705,0.214100042,0.076312667
LCA,Saint Lucia,Women,2005,0.510896130,0.028870601,0.218643994,0.079318908
LCA,Saint Lucia,Women,2006,0.516361950,0.030320527,0.223175820,0.082384192
LCA,Saint Lucia,Women,2007,0.521783186,0.031819303,0.227731757,0.085522529
LCA,Saint Lucia,Women,2008,0.527186692,0.033378081,0.232341634,0.088754223
LCA,Saint Lucia,Women,2009,0.532643656,0.035004099,0.237061927,0.092101985
LCA,Saint Lucia,Women,2010,0.538186796,0.036706231,0.241912563,0.095578064
LCA,Saint Lucia,Women,2011,0.544315755,0.038591701,0.247335937,0.099421791
LCA,Saint Lucia,Women,2012,0.550920157,0.040648677,0.253239476,0.103605090
LCA,Saint Lucia,Women,2013,0.557900131,0.042862126,0.259568125,0.108096096
LCA,Saint Lucia,Women,2014,0.565205309,0.045241322,0.266298788,0.112893842
LCA,Saint Lucia,Women,2015,0.572756913,0.047778597,0.273374220,0.117981282
LCA,Saint Lucia,Women,2016,0.580526395,0.050473862,0.280767247,0.123335828
SUR,Suriname,Women,2000,0.582227783,0.037217086,0.269798741,0.106035120
SUR,Suriname,Women,2001,0.587449111,0.038741608,0.274715475,0.109382335
SUR,Suriname,Women,2002,0.592653571,0.040311436,0.279674476,0.112796741
SUR,Suriname,Women,2003,0.597837839,0.041925134,0.284655481,0.116286832
SUR,Suriname,Women,2004,0.603014709,0.043579583,0.289668988,0.119840544
SUR,Suriname,Women,2005,0.608172083,0.045282131,0.294705583,0.123461367
SUR,Suriname,Women,2006,0.613254356,0.047011867,0.299713158,0.127117302
SUR,Suriname,Women,2007,0.618255300,0.048775284,0.304686468,0.130806229
SUR,Suriname,Women,2008,0.623162996,0.050561188,0.309620485,0.134523865
SUR,Suriname,Women,2009,0.628013990,0.052389724,0.314563647,0.138302134
SUR,Suriname,Women,2010,0.632796961,0.054252557,0.319510081,0.142124435
SUR,Suriname,Women,2011,0.637564618,0.056166069,0.324484848,0.146004228
SUR,Suriname,Women,2012,0.642296256,0.058124263,0.329478695,0.149950701
SUR,Suriname,Women,2013,0.646992771,0.060121186,0.334513155,0.153957827
SUR,Suriname,Women,2014,0.651667678,0.062168585,0.339598645,0.158046910
SUR,Suriname,Women,2015,0.656321340,0.064275539,0.344737787,0.162224417
SUR,Suriname,Women,2016,0.660971495,0.066432505,0.349929517,0.166482510
TTO,Trinidad and Tobago,Women,2000,0.429428317,0.020890744,0.161646564,0.056440552
TTO,Trinidad and Tobago,Women,2001,0.438354373,0.022514707,0.168053619,0.060022992
TTO,Trinidad and Tobago,Women,2002,0.447071871,0.024198562,0.174451358,0.063691264
TTO,Trinidad and Tobago,Women,2003,0.455610814,0.025938117,0.180840659,0.067447232
TTO,Trinidad and Tobago,Women,2004,0.464012766,0.027740756,0.187228346,0.071293068
TTO,Trinidad and Tobago,Women,2005,0.472289934,0.029608463,0.193642770,0.075240334
TTO,Trinidad and Tobago,Women,2006,0.480487379,0.031552533,0.200111105,0.079305396
TTO,Trinidad and Tobago,Women,2007,0.488642756,0.033571408,0.206649103,0.083491729
TTO,Trinidad and Tobago,Women,2008,0.496737486,0.035662350,0.213263831,0.087804984
TTO,Trinidad and Tobago,Women,2009,0.504815760,0.037842573,0.219990556,0.092266627
TTO,Trinidad and Tobago,Women,2010,0.512903618,0.040114684,0.226853500,0.096878654
TTO,Trinidad and Tobago,Women,2011,0.521034359,0.042492449,0.233875755,0.101662511
TTO,Trinidad and Tobago,Women,2012,0.529186047,0.044973543,0.241032007,0.106619371
TTO,Trinidad and Tobago,Women,2013,0.537349112,0.047548850,0.248319951,0.111741057
TTO,Trinidad and Tobago,Women,2014,0.545507000,0.050222986,0.255739574,0.117022518
TTO,Trinidad and Tobago,Women,2015,0.553639092,0.053000795,0.263279606,0.122469288
TTO,Trinidad and Tobago,Women,2016,0.561778137,0.055891436,0.270961022,0.128087327
VCT,Saint Vincent and the Grenadines,Women,2000,0.515571484,0.025559733,0.216951134,0.077052961
VCT,Saint Vincent and the Grenadines,Women,2001,0.523184548,0.027132240,0.223216522,0.080763283
VCT,Saint Vincent and the Grenadines,Women,2002,0.530736961,0.028762189,0.229545732,0.084578003
VCT,Saint Vincent and the Grenadines,Women,2003,0.538241043,0.030451870,0.235933003,0.088499938
VCT,Saint Vincent and the Grenadines,Women,2004,0.545679515,0.032205739,0.242362132,0.092517559
VCT,Saint Vincent and the Grenadines,Women,2005,0.553055827,0.034016543,0.248834997,0.096638812
VCT,Saint Vincent and the Grenadines,Women,2006,0.560380092,0.035885030,0.255354770,0.100856824
VCT,Saint Vincent and the Grenadines,Women,2007,0.567653902,0.037815255,0.261918397,0.105168302
VCT,Saint Vincent and the Grenadines,Women,2008,0.574850526,0.039805146,0.268513156,0.109574240
VCT,Saint Vincent and the Grenadines,Women,2009,0.581981737,0.041859605,0.275157055,0.114080979
VCT,Saint Vincent and the Grenadines,Women,2010,0.589038339,0.043978596,0.281843517,0.118680678
VCT,Saint Vincent and the Grenadines,Women,2011,0.596034106,0.046171330,0.288588555,0.123389099
VCT,Saint Vincent and the Grenadines,Women,2012,0.602937755,0.048421924,0.295361474,0.128181214
VCT,Saint Vincent and the Grenadines,Women,2013,0.609748070,0.050727176,0.302152420,0.133049445
VCT,Saint Vincent and the Grenadines,Women,2014,0.616473861,0.053093304,0.308965955,0.137995265
VCT,Saint Vincent and the Grenadines,Women,2015,0.623109504,0.055529346,0.315810016,0.143036982
VCT,Saint Vincent and the Grenadines,Women,2016,0.629622568,0.058028574,0.322656511,0.148148643
BLZ,Belize,Women,2000,0.540320264,0.032748688,0.239582755,0.090350062
BLZ,Belize,Women,2001,0.546527236,0.034370432,0.245024645,0.093873867
BLZ,Belize,Women,2002,0.552555729,0.036016787,0.250411170,0.097417831
BLZ,Belize,Women,2003,0.558435237,0.037686048,0.255731291,0.100989777
BLZ,Belize,Women,2004,0.564191625,0.039380660,0.260989164,0.104587666
BLZ,Belize,Women,2005,0.569840007,0.041112553,0.266218351,0.108239367
BLZ,Belize,Women,2006,0.575412297,0.042881639,0.271454717,0.111947957
BLZ,Belize,Women,2007,0.580936000,0.044693901,0.276703269,0.115723366
BLZ,Belize,Women,2008,0.586392298,0.046547406,0.281961347,0.119557557
BLZ,Belize,Women,2009,0.591832743,0.048456170,0.287267361,0.123469892
BLZ,Belize,Women,2010,0.597277471,0.050427126,0.292654581,0.127483053
BLZ,Belize,Women,2011,0.602757685,0.052462217,0.298153025,0.131612851
BLZ,Belize,Women,2012,0.608276099,0.054566880,0.303757837,0.135865120
BLZ,Belize,Women,2013,0.613814250,0.056745076,0.309456767,0.140237731
BLZ,Belize,Women,2014,0.619374768,0.058999446,0.315254725,0.144724609
BLZ,Belize,Women,2015,0.624949971,0.061337028,0.321154658,0.149336156
BLZ,Belize,Women,2016,0.630563647,0.063760452,0.327174263,0.154083697
CRI,Costa Rica,Women,2000,0.526311676,0.016508220,0.199515742,0.055699819
CRI,Costa Rica,Women,2001,0.534604791,0.017781499,0.206165367,0.058988938
CRI,Costa Rica,Women,2002,0.542975513,0.019140381,0.213037390,0.062453310
CRI,Costa Rica,Women,2003,0.551398212,0.020585827,0.220110088,0.066086312
CRI,Costa Rica,Women,2004,0.559838347,0.022112215,0.227349399,0.069876442
CRI,Costa Rica,Women,2005,0.568268137,0.023715375,0.234735741,0.073814673
CRI,Costa Rica,Women,2006,0.576602128,0.025388976,0.242195463,0.077874388
CRI,Costa Rica,Women,2007,0.584794313,0.027126961,0.249688602,0.082033426
CRI,Costa Rica,Women,2008,0.592836199,0.028928797,0.257200826,0.086293568
CRI,Costa Rica,Women,2009,0.600721612,0.030791062,0.264720337,0.090647491
CRI,Costa Rica,Women,2010,0.608435937,0.032711400,0.272229528,0.095071000
CRI,Costa Rica,Women,2011,0.615883207,0.034672651,0.279628800,0.099520567
CRI,Costa Rica,Women,2012,0.623082753,0.036673929,0.286933046,0.104005716
CRI,Costa Rica,Women,2013,0.630066994,0.038716445,0.294157322,0.108526814
CRI,Costa Rica,Women,2014,0.636852037,0.040803398,0.301306559,0.113087656
CRI,Costa Rica,Women,2015,0.643442967,0.042945601,0.308392792,0.117707016
CRI,Costa Rica,Women,2016,0.649752274,0.045105031,0.315309442,0.122308338
GTM,Guatemala,Women,2000,0.507980262,0.009268396,0.180197772,0.043861380
GTM,Guatemala,Women,2001,0.515105877,0.009998007,0.185561904,0.046275530
GTM,Guatemala,Women,2002,0.522156307,0.010771970,0.191006752,0.048779325
GTM,Guatemala,Women,2003,0.529138506,0.011590117,0.196523820,0.051375254
GTM,Guatemala,Women,2004,0.536056840,0.012454236,0.202109285,0.054064358
GTM,Guatemala,Women,2005,0.542904214,0.013364572,0.207763074,0.056846367
GTM,Guatemala,Women,2006,0.549671434,0.014324701,0.213485135,0.059725705
GTM,Guatemala,Women,2007,0.556376942,0.015333054,0.219277723,0.062694578
GTM,Guatemala,Women,2008,0.563035528,0.016388935,0.225142258,0.065756099
GTM,Guatemala,Women,2009,0.569627391,0.017499169,0.231064705,0.068909819
GTM,Guatemala,Women,2010,0.576150682,0.018667107,0.237039740,0.072160244
GTM,Guatemala,Women,2011,0.582643580,0.019897477,0.243096170,0.075520427
GTM,Guatemala,Women,2012,0.589102343,0.021197602,0.249239599,0.078994086
GTM,Guatemala,Women,2013,0.595540852,0.022565213,0.255460736,0.082583233
GTM,Guatemala,Women,2014,0.601944231,0.024000939,0.261757116,0.086291427
GTM,Guatemala,Women,2015,0.608300010,0.025507749,0.268132195,0.090114323
GTM,Guatemala,Women,2016,0.614577101,0.027088285,0.274543197,0.094043015
HND,Honduras,Women,2000,0.494312902,0.009996347,0.177255839,0.044055860
HND,Honduras,Women,2001,0.501954437,0.010809288,0.182935625,0.046632243
HND,Honduras,Women,2002,0.509585583,0.011676386,0.188735121,0.049323518
HND,Honduras,Women,2003,0.517200526,0.012599109,0.194640900,0.052129233
HND,Honduras,Women,2004,0.524792012,0.013580322,0.200644913,0.055051812
HND,Honduras,Women,2005,0.532341604,0.014620391,0.206743683,0.058088088
HND,Honduras,Women,2006,0.539864394,0.015725708,0.212952289,0.061254364
HND,Honduras,Women,2007,0.547350187,0.016893014,0.219256135,0.064537642
HND,Honduras,Women,2008,0.554771817,0.018125621,0.225649900,0.067944042
HND,Honduras,Women,2009,0.562155275,0.019428621,0.232134793,0.071467651
HND,Honduras,Women,2010,0.569481019,0.020799776,0.238692342,0.075105047
HND,Honduras,Women,2011,0.576727214,0.022243168,0.245314190,0.078857906
HND,Honduras,Women,2012,0.583896348,0.023760529,0.251996567,0.082723934
HND,Honduras,Women,2013,0.590991109,0.025346835,0.258724526,0.086698423
HND,Honduras,Women,2014,0.597996571,0.027008261,0.265491637,0.090791002
HND,Honduras,Women,2015,0.604906654,0.028751912,0.272303251,0.095005967
HND,Honduras,Women,2016,0.611708317,0.030573312,0.279136861,0.099334827
MEX,Mexico,Women,2000,0.598518181,0.020776698,0.258738996,0.079726931
MEX,Mexico,Women,2001,0.603791075,0.021849813,0.263658691,0.082608655
MEX,Mexico,Women,2002,0.609008657,0.022961220,0.268602252,0.085546351
MEX,Mexico,Women,2003,0.614164330,0.024109959,0.273567273,0.088538840
MEX,Mexico,Women,2004,0.619260949,0.025292901,0.278547613,0.091580203
MEX,Mexico,Women,2005,0.624329104,0.026508484,0.283546122,0.094670433
MEX,Mexico,Women,2006,0.629331166,0.027759316,0.288573443,0.097818945
MEX,Mexico,Women,2007,0.634277628,0.029045656,0.293622058,0.101020079
MEX,Mexico,Women,2008,0.639161026,0.030370264,0.298688316,0.104274596
MEX,Mexico,Women,2009,0.643977258,0.031739475,0.303765754,0.107586475
MEX,Mexico,Women,2010,0.648736656,0.033150693,0.308855834,0.110945420
MEX,Mexico,Women,2011,0.653440714,0.034608502,0.313966221,0.114362069
MEX,Mexico,Women,2012,0.658107611,0.036113287,0.319104600,0.117843991
MEX,Mexico,Women,2013,0.662737575,0.037671757,0.324254193,0.121392362
MEX,Mexico,Women,2014,0.667319282,0.039282709,0.329428487,0.125011337
MEX,Mexico,Women,2015,0.671851340,0.040950744,0.334625865,0.128705420
MEX,Mexico,Women,2016,0.676290666,0.042671021,0.339817353,0.132470134
NIC,Nicaragua,Women,2000,0.537550563,0.015978216,0.211521959,0.061550861
NIC,Nicaragua,Women,2001,0.543743694,0.016984432,0.216728559,0.064330770
NIC,Nicaragua,Women,2002,0.549867332,0.018031971,0.221988029,0.067184630
NIC,Nicaragua,Women,2003,0.555923342,0.019122056,0.227287145,0.070114346
NIC,Nicaragua,Women,2004,0.561913843,0.020258859,0.232621493,0.073121641
NIC,Nicaragua,Women,2005,0.567839343,0.021439547,0.237985530,0.076195133
